common_name,train_count,test_count,total_count
Eurasian Magpie,269,100,369
Eurasian Nutcracker,45,52,97
Eurasian Nuthatch,633,100,733
Eurasian Otter,3,0,3
Eurasian Pygmy-Owl,18,8,26
Eurasian Red Squirrel,12,6,18
Eurasian Reed-Warbler,279,100,379
Eurasian River Warbler,81,56,137
Eurasian Scops Owl,225,100,325
Eurasian Siskin,112,100,212
Eurasian Sparrowhawk,38,20,58
Eurasian Stone-curlew,11,16,27
Eurasian Three-toed Woodpecker,2,0,2
Eurasian Tree Sparrow,66,65,131
Eurasian Wigeon,21,10,31
Eurasian Woodcock,21,17,38
Eurasian Wren,737,100,837
Eurasian Wryneck,140,100,240
European Bee-eater,97,100,197
European Common Frog,17,10,27
European Field Cricket,118,100,218
European Fire-Bellied Toad,62,82,144
European Free-tailed Bat,2,0,2
European Golden Plover,8,8,16
European Greenfinch,641,100,741
European Honey-buzzard,16,0,16
European Nightjar,61,72,133
European Orchard Bee,2,0,2
European Oystercatcher,44,30,74
European Penduline Tit,9,13,22
European Pied Flycatcher,81,78,159
European Robin,1000,100,1100
European Roller,2,0,2
European Rose Chafer,1,0,1
European Serin,304,100,404
European Starling,706,100,806
European Stonechat,41,30,71
European Toad,18,16,34
European Tree Frog,67,80,147
European Turtle Dove,52,64,116
Evening Cicada,11,5,16
Evening Grosbeak,95,91,186
Evergreen-forest Warbler,1,0,1
Eye-ringed Flatbill,1,0,1
Eye-ringed Tody-Tyrant,1,0,1
Eyebrowed Thrush,2,0,2
Ezo Spring Cicada,3,0,3
Fairy Flycatcher,2,0,2
Fairy Martin,1,0,1
Fairy Pitta,8,0,8
Falcate Grey Bush-cricket,4,0,4
Fall Field Cricket,80,28,108
Fall Southeastern Dusk-singing Cicada,1,0,1
Fallow Deer,1,0,1
Familiar Chat,3,0,3
Fan-tailed Cuckoo,119,100,219
Far Eastern Curlew,1,0,1
Farmland Green Flying Frog,24,61,85
Fasciated Antshrike,5,0,5
Fasciated Snake Eagle,1,0,1
Fasciated Wren,5,0,5
Fast-calling tree cricket,3,0,3
Fast-tinkling Trig,2,0,2
Fawn-breasted Tanager,3,0,3
Fawn-breasted Wren,1,0,1
Fence Buzzer,32,0,32
Fernbird,20,16,36
Ferny Acacia Cicada,79,0,79
Ferruginous Antbird,6,0,6
Ferruginous Babbler,1,0,1
Ferruginous Pygmy-Owl,121,69,190
Ferruginous-backed Antbird,2,0,2
Field Sparrow,255,100,355
Fieldfare,143,100,243
Fiery Ambertail,4,0,4
Fiery-billed Aracari,1,0,1
Fiery-breasted Bushshrike,1,0,1
Fiery-capped Manakin,3,0,3
Fiery-necked Nightjar,34,39,73
Fine-barred Piculet,2,0,2
Finlayson's Squirrel,2,0,2
Fiordland Penguin,1,0,1
Fire-breasted Flowerpecker,3,0,3
Fire-fronted Serin,1,0,1
Fire-tufted Barbet,1,0,1
Firewood-gatherer,10,0,10
Fiscal Flycatcher,7,0,7
Fischer's Greenbul,1,0,1
Fischer's Lovebird,1,0,1
Fish Crow,398,100,498
Fisher,1,0,1
Fishing Reel Buzzer,1,0,1
Five-striped Reed Frog,5,0,5
Five-striped Sparrow,1,0,1
Flame-colored Tanager,6,0,6
Flame-fronted Barbet,1,0,1
Flame-rumped Tanager,9,0,9
Flamecrest,1,0,1
Flammulated Flycatcher,1,0,1
Flammulated Owl,24,12,36
Flammulated Pygmy-Tyrant,1,0,1
Flammulated Treehunter,1,0,1
Flat Dainty frog,29,7,36
Flavescent Warbler,6,0,6
Flesh-footed Shearwater,1,0,1
Fletcher's Frog,1,0,1
Flores Shortwing,1,0,1
Florida Bonneted Bat,6,0,6
Florida Keys' Scrub Cicada,2,0,2
Florida Scrub Jay,7,0,7
Florida True Katydid,2,0,2
Floury Baker,302,100,402
Fluffy-backed Tit-Babbler,1,0,1
Foothill Antwren,1,0,1
Foothill Yellow-legged Frog,1,0,1
Forbes' Tree Cricket,1,0,1
Forest Banana Frog,1,0,1
Forest Canary,2,0,2
Forest Elaenia,1,0,1
Forest Kingfisher,2,0,2
Forest Raven,2,0,2
Forest Steppe Marmot,1,0,1
Fork-tailed Bush Katydid,2,0,2
Fork-tailed Drongo,12,5,17
Fork-tailed Flycatcher,5,0,5
Fork-tailed Pygmy-Tyrant,1,0,1
Fork-tailed Sunbird,12,0,12
Formosan Giant Flying Squirrel,7,0,7
Formosan Magpie,5,7,12
Formosan Rock Macaque,8,6,14
Formosan Serow,1,0,1
Formosan Whistling-Thrush,17,17,34
Fornasini's Spiny Reed Frog,3,0,3
Forster's Tern,6,0,6
Four-colored Bushshrike,13,0,13
Four-spotted Tree Cricket,11,0,11
Four-striped Tree-folding Frog,2,0,2
Fowler's Toad,51,29,80
Fox Sparrow,142,70,212
Fox Squirrel,28,16,44
Fragile Thick-toed gecko,1,0,1
Franklin's Ground Squirrel,1,0,1
Franklin's Gull,12,6,18
Fraser's Rufous Thrush,3,0,3
Freckle-breasted Thornbird,12,7,19
Freckle-breasted Woodpecker,1,0,1
Freckled Nightjar,3,0,3
Freiberg's Foam-Frog,1,0,1
French Grasshopper,1,0,1
Frilled Monarch,1,0,1
Fringe-footed Tree Frog,2,0,2
Fringe-lipped Treefrog,3,0,3
Fry's Frog,2,0,2
Fulton's Trig,1,0,1
Fulvous Antshrike,1,0,1
Fulvous Chatterer,1,0,1
Fulvous Owl,1,0,1
Fulvous Shrike-Tanager,2,0,2
Fulvous Whistling-Duck,7,0,7
Fulvous-crested Tanager,1,0,1
Fulvous-headed Brush-Finch,1,0,1
Fuscous Flycatcher,7,0,7
Fuscous-blotched Snouted Tree Frog,3,0,3
Fuzzy-Horned Bumble Bee,1,0,1
Gabar Goshawk,1,0,1
Gadwall,15,16,31
Galah,22,30,52
Galápagos Mockingbird,2,0,2
Galápagos Sea Lion,1,0,1
Gambel's Quail,24,30,54
Gambian Epauletted Fruit Bat,3,0,3
Gambian Sun Squirrel,1,0,1
Gang-gang Cockatoo,30,73,103
Garden Dormouse,7,0,7
Garden Fruit Chafer,1,0,1
Garden Warbler,180,100,280
Garganey,2,0,2
Garman's Toad,7,0,7
Gartered Trogon,14,9,23
Geminate Cicada,1,0,1
Gemmate Bush Katydid,1,0,1
Geoffroy's Trident Leaf-nosed Bat,1,0,1
Geoffroy’s Tamarin,1,0,1
Giant Antpitta,1,0,1
Giant Antshrike,6,0,6
Giant Cicada,42,15,57
Giant Eagle Owl,3,0,3
Giant Hornet,1,0,1
Giant Hummingbird,3,0,3
Giant Kingfisher,2,0,2
Giant Marine Toad,14,9,23
Giant Nuthatch,1,0,1
Giant Pitta,1,0,1
Giant Rain Frog,17,6,23
Giant Scops-Owl,1,0,1
Giant Snipe,1,0,1
Giant Wood-Rail,10,9,19
Giant bullfrog,3,0,3
Gila Woodpecker,19,27,46
Gilded Flicker,3,0,3
Gilded Hummingbird,10,8,18
Gilt-edged Tanager,2,0,2
Glade Firetail,1,0,1
Gladiator Meadow Katydid,19,0,19
Glaucous-blue Grosbeak,2,0,2
Glaucous-winged Gull,15,0,15
Glauert's Froglet,3,0,3
Glittering-bellied Emerald,7,0,7
Glittering-throated Emerald,2,0,2
Glossy Antshrike,2,0,2
Glossy Black-Cockatoo,23,23,46
Glossy Flowerpiercer,1,0,1
Glossy Ibis,3,0,3
Glossy-black Thrush,1,0,1
Glow-throated Hummingbird,1,0,1
Godlewski's Bunting,1,0,1
Goeldi's Antbird,3,0,3
Gold Grasshopper,2,0,2
Goldcrest,176,100,276
Golden Cuckoo-shrike,1,0,1
Golden Dwarf Reed Frog,1,0,1
Golden Eagle,1,0,1
Golden Knight,1,0,1
Golden Pond Frog,8,0,8
Golden Spiny Reed Frog,2,0,2
Golden Twanger,15,0,15
Golden Vireo,10,0,10
Golden Whistler,89,100,189
Golden-backed Mountain-Tanager,1,0,1
Golden-backed Weaver,1,0,1
Golden-backed Whistler,1,0,1
Golden-bellied Euphonia,1,0,1
Golden-bellied Flycatcher,1,0,1
Golden-bellied Gerygone,6,0,6
Golden-bellied Grosbeak,5,0,5
Golden-bellied Warbler,2,0,2
Golden-billed Saltator,18,16,34
Golden-breasted Bunting,1,0,1
Golden-breasted Fruiteater,1,0,1
Golden-browed Warbler,1,0,1
Golden-capped Parakeet,2,0,2
Golden-cheeked Warbler,29,26,55
Golden-cheeked Woodpecker,4,0,4
Golden-chevroned Tanager,2,0,2
Golden-collared Manakin,3,0,3
Golden-crowned Kinglet,246,100,346
Golden-crowned Sparrow,60,32,92
Golden-crowned Warbler,15,14,29
Golden-faced Saki,1,0,1
Golden-faced Tyrannulet,3,0,3
Golden-fronted Greenlet,1,0,1
Golden-fronted Leafbird,4,0,4
Golden-fronted Woodpecker,63,14,77
Golden-handed Tamarin,1,0,1
Golden-headed Cisticola,11,14,25
Golden-headed Manakin,5,0,5
Golden-headed Quetzal,2,0,2
Golden-hooded Tanager,1,0,1
Golden-naped Barbet,2,0,2
Golden-olive Woodpecker,13,0,13
Golden-rumped Euphonia,2,0,2
Golden-tailed Parrotlet,1,0,1
Golden-tailed Woodpecker,1,0,1
Golden-winged Cacique,4,0,4
Golden-winged Manakin,1,0,1
Golden-winged Parakeet,1,0,1
Golden-winged Sparrow,1,0,1
Golden-winged Warbler,31,18,49
Goldenface,1,0,1
Gopher Frog,1,0,1
Gopher Snake,1,0,1
Grace's Warbler,9,11,20
Graceful Bush-cricket,1,0,1
Graceful Grasshopper,1,0,1
Graceful Meadow Katydid,1,0,1
Graceful Prinia,1,0,1
Grand Western Flood Plain Cicada,7,0,7
Grass Cicada,5,5,10
Grass Coqui,4,0,4
Grass Wren,21,7,28
Grass-green Tanager,1,0,1
Grasshopper Sparrow,99,55,154
Grasshopper Warbler,93,96,189
Grassland Sparrow,12,0,12
Grassland Yellow-Finch,6,0,6
Gray Antbird,6,0,6
Gray Antwren,4,0,4
Gray Catbird,986,100,1086
Gray Cisticola,1,0,1
Gray Cracker,1,0,1
Gray Elaenia (Gray-headed),3,0,3
Gray Flycatcher,13,0,13
Gray Fox,13,5,18
Gray Hawk,26,24,50
Gray Jay,21,11,32
Gray Kingbird,15,13,28
Gray Nightjar,9,12,21
Gray Partridge,18,19,37
Gray Ratsnake,1,0,1
Gray Seal,1,0,1
Gray Shrikethrush,134,100,234
Gray Silky-flycatcher,8,5,13
Gray Thrasher,1,0,1
Gray Treefrog,764,100,864
Gray Treepie,30,33,63
Gray Trembler,2,0,2
Gray Vireo,18,18,36
Gray Wolf,13,6,19
Gray Wood Frog,14,0,14
Gray's Bald-faced Saki,1,0,1
Gray's Grasshopper-Warbler,5,0,5
Gray's Malimbe,1,0,1
Gray-barred Wren,1,0,1
Gray-bellied Spinetail,5,0,5
Gray-breasted Crake,1,0,1
Gray-breasted Martin,9,0,9
Gray-breasted Mountain-Toucan,2,0,2
Gray-breasted Prinia,5,0,5
Gray-breasted Sabrewing,1,0,1
Gray-breasted Wood-Wren,27,10,37
Gray-browed Brushfinch,3,0,3
Gray-capped Tyrannulet,2,0,2
Gray-cheeked Parakeet,1,0,1
Gray-cheeked Thrush,28,5,33
Gray-chested Dove,1,0,1
Gray-chested Greenlet,7,0,7
Gray-chinned Minivet,3,0,3
Gray-collared Becard,5,0,5
Gray-cowled Wood-Rail,37,25,62
Gray-crowned Flycatcher,1,0,1
Gray-crowned Warbler,1,0,1
Gray-crowned Yellowthroat,8,0,8
Gray-eyed Greenlet,1,0,1
Gray-footed Chipmunk,1,0,1
Gray-headed Antbird,1,0,1
Gray-headed Babbler,1,0,1
Gray-headed Bushshrike,7,0,7
Gray-headed Chachalaca,9,0,9
Gray-headed Dove,1,0,1
Gray-headed Swamphen,1,0,1
Gray-headed Tanager,1,0,1
Gray-headed Tody-Flycatcher,5,0,5
Gray-hooded Attila,9,0,9
Gray-hooded Babbler,1,0,1
Gray-hooded Flycatcher,2,0,2
Gray-lined Hawk,4,0,4
Gray-rumped Swift,4,0,4
Gray-throated Babbler,2,0,2
Gray-throated Chat,3,0,3
Gray-throated Martin,1,0,1
Gray-throated Tit-Flycatcher,1,0,1
Gray-throated Warbler,1,0,1
Gray-throated Warbling-Finch,3,0,3
Gray-winged Inca-Finch,1,0,1
Grayish Baywing,21,12,33
Grayish Mourner,2,0,2
Great Antshrike,26,24,50
Great Argus,1,0,1
Great Barbet,12,12,24
Great Barred-Frog,4,0,4
Great Basin Spadefoot,7,0,7
Great Black-Hawk,2,0,2
Great Black-backed Gull,5,0,5
Great Blue Heron,42,24,66
Great Cormorant,6,0,6
Great Crested Flycatcher,384,100,484
Great Crested Grebe,31,13,44
Great Eared-Nightjar,1,0,1
Great Egret,13,8,21
Great Golden Digger Wasp,1,0,1
Great Gray Owl,4,0,4
Great Grebe,1,0,1
Great Green Bush-cricket,112,100,212
Great Grey Shrike,5,11,16
Great Grig,8,0,8
Great Harvestfly,46,10,56
Great Hornbill,1,0,1
Great Horned Owl,853,100,953
Great Jacamar,3,0,3
Great Kiskadee,184,92,276
Great Lizard-Cuckoo,4,0,4
Great Pampa-Finch,16,0,16
Great Plains Toad,12,0,12
Great Potoo,1,0,1
Great Reed-Warbler,223,100,323
Great Roundleaf Bat,1,0,1
Great Shearwater,1,0,1
Great Slaty Woodpecker,2,0,2
Great Snipe,2,0,2
Great Spotted Cuckoo,6,6,12
Great Spotted Kiwi,6,0,6
Great Spotted Woodpecker,448,100,548
Great Swallow-tailed Swift,1,0,1
Great Thrush,20,8,28
Great Tinamou,6,0,6
Great Tit,1000,100,1100
Great Xenops,1,0,1
Great-tailed Grackle,184,100,284
Greater Anglewing,86,24,110
Greater Ani,3,0,3
Greater Antillean Grackle,5,6,11
Greater Coucal,11,22,33
Greater Double-collared Sunbird,4,0,4
Greater Flamingo,6,0,6
Greater Hatchet-faced Tree Frog,1,0,1
Greater Honeyguide,5,0,5
Greater Horseshoe Bat,4,0,4
Greater Pewee,11,14,25
Greater Prairie-Chicken,4,0,4
Greater Racket-tailed Drongo,20,16,36
Greater Roadrunner,24,15,39
Greater Short-toed Lark,2,0,2
Greater Striped-Swallow,2,0,2
Greater Superb Bird-of-Paradise,1,0,1
Greater Thornbird,16,9,25
Greater Wagtail-Tyrant,7,0,7
Greater White-fronted Goose,29,30,59
Greater Whitethroat,218,100,318
Greater Yellowlegs,91,59,150
Green Catbird,14,40,54
Green Crombec,1,0,1
Green Dark Bush-cricket,1,0,1
Green Dotted Tree Frog,7,0,7
Green Frog,389,100,489
Green Grocer,218,42,260
Green Hermit,2,0,2
Green Heron,60,29,89
Green Honeycreeper,1,0,1
Green Ibis,3,0,3
Green Imperial-Pigeon,1,0,1
Green Jay,27,13,40
Green Junglefowl,4,0,4
Green Kingfisher,5,0,5
Green Malkoha,2,0,2
Green Oriole,1,0,1
Green Oropendola,2,0,2
Green Paddy Frog,2,0,2
Green Parakeet,10,0,10
Green Pheasant,2,0,2
Green Puddle Frog,1,0,1
Green Rosella,1,0,1
Green Sandpiper,32,28,60
Green Shrike-Vireo,5,0,5
Green Silver-lines,1,0,1
Green Toad,62,49,111
Green Tree Cricket,12,6,18
Green Tree Frog,409,119,528
Green Turaco,1,0,1
Green Warbler,4,0,4
Green Wood Hoopoe,10,5,15
Green Woodpecker,215,100,315
Green and Golden Bell Frog,6,0,6
Green shield cicada,4,0,4
Green-and-rufous Kingfisher,1,0,1
Green-backed Becard,5,0,5
Green-backed Camaroptera,25,24,49
Green-backed Firecrown,9,0,9
Green-backed Sparrow,4,0,4
Green-backed Tit,14,0,14
Green-backed Trogon,3,0,3
Green-barred Woodpecker,17,0,17
Green-crowned Plovercrest,1,0,1
Green-eared Barbet,1,0,1
Green-eyed Flower Bee,1,0,1
Green-eyed Treefrog,3,0,3
Green-headed Tanager,4,0,4
Green-rumped Parrotlet,1,0,1
Green-striped Brushfinch,2,0,2
Green-striped Grasshopper,1,0,1
Green-tailed Jacamar,1,0,1
Green-tailed Towhee,36,16,52
Green-thighed Frog,4,0,4
Green-throated Euphonia,1,0,1
Green-throated Mountain-gem,1,0,1
Green-winged Cicada,27,0,27
Green-winged Saltator,12,11,23
Greenhouse Frog,28,9,37
Greenish Elaenia,9,0,9
Greenish Meadow Katydid,2,0,2
Greenish Schiffornis,7,8,15
Greenish Tyrannulet,1,0,1
Greenish Warbler,87,87,174
Grey Bushchat,1,0,1
Grey Butcherbird,68,90,158
Grey Crowned Crane,1,0,1
Grey Currawong,28,19,47
Grey Fantail,72,73,145
Grey Foam-nest Treefrog,4,0,4
Grey Francolin,10,0,10
Grey Gull,1,0,1
Grey Heron,51,37,88
Grey Junglefowl,3,0,3
Grey Lourie,7,0,7
Grey Monjita,2,0,2
Grey Tinamou,1,0,1
Grey Tit,3,0,3
Grey Tit-Flycatcher,1,0,1
Grey Wagtail,37,25,62
Grey Warbler,116,34,150
Grey-backed Thrush,3,0,3
Grey-bellied Cuckoo,3,0,3
Grey-capped Woodpecker,5,0,5
Grey-cheeked Mangabey,1,0,1
Grey-faced Petrel,4,0,4
Grey-fronted Dove,2,0,2
Grey-headed Canary-Flycatcher,3,0,3
Grey-headed Flying-fox,16,22,38
Grey-headed Lapwing,2,0,2
Grey-headed Woodpecker,64,65,129
Grey-hooded Gull,1,0,1
Grey-hooded Sierra-Finch,1,0,1
Grey-necked Bunting,1,0,1
Grey-tailed Tattler,3,0,3
Grey-winged Francolin,2,0,2
Greylag Goose,52,26,78
Griffon Vulture,1,0,1
Groove-billed Ani,38,9,47
Grooveneck Keratin Beetle,1,0,1
Ground Woodpecker,2,0,2
Groundscraper Thrush,2,0,2
Growling Riflebird,1,0,1
Guangdong Frog,1,0,1
Guayapa's Four-eyed Frog,1,0,1
Guayaquil Dwarf Frog,28,6,34
Guayaquil Woodpecker,1,0,1
Guenther's Frog,29,33,62
Guiana Spider Monkey,1,0,1
Guianan Cock-of-the-rock,2,0,2
Guianan Red Howler Monkey,4,0,4
Guianan Red-Cotinga,1,0,1
Guianan Toucanet,1,0,1
Guianan Warbling-Antbird,3,0,3
Guira Cuckoo,26,15,41
Guira Tanager,2,0,2
Gulf Coast Toad,346,23,369
Gull-billed Tern,1,0,1
Gundlach's trig,3,0,3
Gunnison's Prairie Dog,2,0,2
Gunther's Brazilian Tree Frog,1,0,1
Gursky's Spectral Tarsier,1,0,1
Hadada,19,10,29
Hainan Blue-Flycatcher,4,0,4
Hair-crested Drongo,2,0,2
Hairy Woodpecker,264,100,364
Hairy-crested Antbird,1,0,1
Hairy-footed Flower Bee,1,0,1
Half-collared Kingfisher,1,0,1
Half-collared Sparrow,2,0,2
Hammond's Flycatcher,63,9,72
Handsome Meadow Katydid,5,0,5
Hangnest Tody-Tyrant,1,0,1
Happy Wren,15,6,21
Harlequin Duck,1,0,1
Harlequin Treefrog,5,0,5
Harpy Eagle,5,0,5
Harris' Antelope Squirrel,2,0,2
Harris' Hawk,34,23,57
Harris's Sparrow,17,0,17
Hartlaub's Turaco,1,0,1
Haswell's Froglet,4,0,4
Hauxwell's Thrush,1,0,1
Havana syndrome cricket,3,0,3
Hawaii 'Amakihi,2,0,2
Hawaiian Hawk,1,0,1
Hawaiian Petrel,2,0,2
Hawfinch,57,77,134
Hazel Grouse,10,19,29
Heath Grasshopper,3,0,3
Heermann's Gull,1,0,1
Hekajee,2,0,2
Hellmayr's Pipit,3,0,3
Helmeted Guineafowl,17,12,29
Helmeted Hornbill,1,0,1
Helmeted Manakin,3,0,3
Helmeted Pygmy-Tyrant,1,0,1
Helmeted Water Toad,8,8,16
Helmeted Woodpecker,2,0,2
Henna-hooded Foliage-gleaner,1,0,1
Hensel's Big-headed Frog,2,0,2
Hensel's Swamp Frog,4,0,4
Henslow's Sparrow,41,35,76
Hepatic Tanager,13,0,13
Hermit Thrush,643,100,743
Hermit Warbler,21,0,21
Herring Gull,22,19,41
Hesperides' Parsley Frog,1,0,1
Hewitt's Moss Frog,2,0,2
Hibiscus cicada,3,0,3
Hieroglyphic Cicada,81,29,110
Highland Guan,2,0,2
Himalayan Owl,2,0,2
Himalayan Snowcock,1,0,1
Hispaniolan Green Tree Frog,1,0,1
Hispaniolan Oriole,1,0,1
Hispaniolan Woodpecker,4,0,4
Hoary Bat,1,0,1
Hoary Marmot,2,0,2
Hoary Redpoll,1,0,1
Hodgson's Bat,1,0,1
Hodgson's Hawk-Cuckoo,4,0,4
Hoffmann's Woodpecker,3,0,3
Hong Kong Spiny Frog,1,0,1
Hooded Antpitta,1,0,1
Hooded Berryeater,1,0,1
Hooded Crow,222,76,298
Hooded Cuckoo-shrike,1,0,1
Hooded Grosbeak,1,0,1
Hooded Merganser,5,0,5
Hooded Oriole,49,13,62
Hooded Pitta,4,0,4
Hooded Saddle Bush-cricket,2,0,2
Hooded Siskin,22,16,38
Hooded Tanager,2,0,2
Hooded Tinamou,2,0,2
Hooded Visorbearer,1,0,1
Hooded Warbler,255,100,355
Hooded Yellowthroat,1,0,1
Hook-billed Kingfisher,1,0,1
Horned Lark,44,21,65
Horned Screamer,3,0,3
Horsfield's Babbler,4,0,4
Horsfield's Bronze Cuckoo,8,19,27
Horsfield's Treeshrew,3,0,3
Horstock's Reed Frog,5,0,5
House Bunting,4,0,4
House Cricket,17,35,52
House Crow,20,52,72
House Finch,710,100,810
House Martin,58,94,152
House Sparrow,1000,100,1100
House Swift,3,0,3
House Wren,1000,100,1100
Hudson's Black-Tyrant,1,0,1
Hudson's Canastero,2,0,2
Hudsonian Godwit,2,0,2
Humboldts Glass Frog,1,0,1
Humboldt’s Squirrel Monkey,1,0,1
Hume's Warbler,4,0,4
Humpback Whale,8,8,16
Hunt's Bumble Bee,2,0,2
Hurter's Spadefoot,23,0,23
Hutton's Vireo,167,99,266
Hyacinth Macaw,2,0,2
Hyacinth Visorbearer,1,0,1
Iberian Chiffchaff,23,33,56
Iberian Field Grasshopper,1,0,1
Iberian Green Frog,28,33,61
Iberian Green Woodpecker,16,17,33
Iberian Grey Shrike,4,0,4
Iberian Magpie,12,9,21
Iberian Midwife Toad,4,0,4
Iberian Spadefoot Toad,1,0,1
Iberian Tree Frog,3,0,3
Iberian parsley frog,2,0,2
Icterine Warbler,149,100,249
Ihering's Antwren,1,0,1
Iiwi,8,0,8
Illinois Chorus Frog,1,0,1
Illyrican Walking Bush-cricket,1,0,1
Imienpo Station frog,6,0,6
Imperial Snipe,2,0,2
Inca Dove,33,16,49
Inca Wren,1,0,1
Indian Brown Mongoose,1,0,1
Indian Cuckoo,26,15,41
Indian Flying Fox,5,0,5
Indian Giant Flying Squirrel,2,0,2
Indian Giant Squirrel,7,0,7
Indian Golden Gecko,1,0,1
Indian Golden Oriole,3,0,3
Indian Nightjar,4,0,4
Indian Palm Squirrel,10,0,10
Indian Paradise-Flycatcher,3,0,3
Indian Pitta,3,0,3
Indian Robin,1,0,1
Indian Scimitar-Babbler,3,0,3
Indian Scops-Owl,5,0,5
Indian Silverbill,1,0,1
Indian White-eye,3,0,3
Indigo Bunting,420,100,520
Indigo Flowerpiercer,1,0,1
Indochinese Yuhina,2,0,2
Indri,5,0,5
Inelegant Frog,1,0,1
Inland Thornbill,3,0,3
Inland Wattle Cicada,1,0,1
Interior Tree Frog,1,0,1
Intermediate Grey Bush-cricket,3,0,3
Invisible Rail,1,0,1
Iporanga White-lipped Frog,2,0,2
Iquitos Gnatcatcher,1,0,1
Isabelline Serotine,1,0,1
Island Canary,6,11,17
Isthmian Wren,1,0,1
Italian Pool Frog,9,0,9
Italian Sparrow,106,15,121
Italian Stream Frog,1,0,1
Italian Tree Cricket,110,100,210
Italian Tree Frog,34,18,52
Itatiaia Spinetail,1,0,1
Ivory-billed Woodcreeper,6,0,6
Ivory-breasted Pitta,1,0,1
Jacareacanga Poison Frog,1,0,1
Jackal Buzzard,2,0,2
Jackie's Reed Frog,1,0,1
Jacky Winter,1,0,1
Jacobin Cuckoo,2,0,2
Jaguar,1,0,1
Jandaya Parakeet,4,0,4
Japanese Burrowing Cricket,30,21,51
Japanese Bush Warbler,39,29,68
Japanese Green Bush-Cricket,1,0,1
Japanese Grosbeak,1,0,1
Japanese Pine Cricket,22,0,22
Japanese Pipistrelle,1,0,1
Japanese Quail,1,0,1
Japanese Robin,1,0,1
Japanese Scops-Owl,1,0,1
Japanese Sparrowhawk,1,0,1
Japanese Tit,21,17,38
Japanese Tree Frog,171,0,171
Japanese Wagtail,1,0,1
Japanese Wood Pigeon,1,0,1
Java Bubble-Nest Frog,1,0,1
Javan Banded-Pitta,1,0,1
Javan Chorus Frog,2,0,2
Javan Fulvetta,1,0,1
Javan Gibbon,1,0,1
Javan Kingfisher,5,0,5
Javan Munia,1,0,1
Javan Myna,9,0,9
Javelin Frog,1,0,1
Jerdon's Baza,1,0,1
Jerdon's Bushlark,1,0,1
Jerdon's Leafbird,1,0,1
Jerdon's Nightjar,3,0,3
Jersey Grasshopper,2,0,2
Jet Antbird,6,0,6
Johnstone's Whistling Frog,13,0,13
Jumping Bush Cricket,18,15,33
Jungguy Frog,1,0,1
Jungle Babbler,10,0,10
Jungle Bush Quail,1,0,1
Jungle Grinder,1,0,1
Jungle Hawk-Owl,1,0,1
Jungle Myna,3,0,3
Jungle Nightjar,1,0,1
Jungle Owlet,4,0,4
Jungle Palm Squirrel,3,0,3
Jungle Prinia,2,0,2
Juniper Titmouse,11,23,34
KEPL,2,0,2
Kachalola Reed Frog,1,0,1
Kaempfer Cicada,19,14,33
Kajika Frog,2,0,2
Kalahari Scrub-Robin,1,0,1
Kalij Pheasant,2,0,2
Kamchatka Leaf Warbler,3,0,3
Karoo Lark,1,0,1
Karoo Prinia,14,0,14
Karoo Scrub-Robin,4,0,4
Karoo Thrush,2,0,2
Karroo Korhaan,1,0,1
Kea,6,0,6
Keel-billed Motmot,3,0,3
Keel-billed Toucan,24,26,50
Kemp's Longbill,2,0,2
Kempholey Night Frog,1,0,1
Kentucky Warbler,59,45,104
Kenya Coast Galago,1,0,1
Key West Quail-Dove,1,0,1
Khorat Blind Snake,1,0,1
Killdeer,478,100,578
Kimberley Squawker,3,0,3
King Bird-of-Paradise,1,0,1
King Rail,28,13,41
King-of-Saxony Bird-of-Paradise,1,0,1
Kinglet Manakin,1,0,1
Kinkajou,3,0,3
Kirtland's Warbler,14,8,22
Kivu Reed Frog,7,0,7
Klaas's Cuckoo,7,19,26
Klappenbach's red-bellied frog,2,0,2
Klipheuwel Dainty Frog,6,0,6
Klipspringer,1,0,1
Knudsen's Thin-toed Frog,1,0,1
Knysna Spiny Reed Frog,2,0,2
Knysna Turaco,12,11,23
Knysna Warbler,8,0,8
Knysna Woodpecker,4,0,4
Koala,35,45,80
Koepcke's Screech-Owl,1,0,1
Kogelberg Moss Frog,4,0,4
Kollimalai Bush Frog,1,0,1
Korean Flycatcher,1,0,1
Kudremukh Bush Frog,1,0,1
Kuhl's pipistrelle,1,0,1
Kunapalari Frog,1,0,1
Kuranda Tree Frog,8,0,8
Kurrichane Thrush,3,0,3
LD Moth,1,0,1
La Sagra's Flycatcher,3,0,3
La Vega Snouted Tree Frog,1,0,1
Laced Woodpecker,1,0,1
Ladder Grasshopper,5,0,5
Ladder-backed Woodpecker,22,24,46
Lagoa Santa Tree Frog,1,0,1
Lance-tailed Manakin,4,0,4
Lanceolated Monklet,2,0,2
Lanceolated Warbler,2,0,2
Landdross Moss frog,1,0,1
Lapland Longspur,5,8,13
Lar Gibbon,20,0,20
Large Banded Grasshopper,5,0,5
Large Brown Cicada,22,11,33
Large Conehead,24,19,43
Large Cuckoo-shrike,1,0,1
Large Elaenia,16,0,16
Large Forest Gecko,1,0,1
Large Grey Babbler,3,0,3
Large Hawk-Cuckoo,26,12,38
Large Rusty Bullet,2,0,2
Large Tree-cricket,38,8,46
Large Widehead Cicada,4,0,4
Large-billed Antwren,3,0,3
Large-billed Crow,21,30,51
Large-billed Leaf-Warbler,1,0,1
Large-billed Tern,2,0,2
